application_id,customer_id,branch_id,product_id,application_date,loan_amount_requested,loan_amount_approved,tenure_months,interest_rate,emi_amount,application_status,rejection_reason,risk_category,disbursal_date,loan_status
2775,1985,12,5,2023-11-14,645000.0,641000.0,32,7.82,22257.34,Approved,,Low,2023-12-05,Active
2776,4829,38,6,2023-11-12,368000.0,318000.0,68,11.56,6395.92,Approved,,Medium,2023-12-03,Defaulted
2777,2358,53,3,2024-10-12,949000.0,832000.0,83,9.56,13739.29,Approved,,Low,2024-10-18,Active
2778,866,53,3,2024-10-19,677000.0,545000.0,53,11.21,13084.82,Approved,,High,2024-10-31,Written-Off
2779,5912,20,2,2024-12-22,145000.0,,40,,,Withdrawn,,,,NA
2780,2814,3,1,2024-11-02,1223000.0,,93,,,Pending,,,,NA
2781,5393,9,2,2023-10-19,602000.0,,24,,,Rejected,Insufficient Income,,,NA
2782,5806,22,1,2024-12-02,2794000.0,,103,,,Rejected,Insufficient Income,,,NA
2783,5519,3,4,2025-11-12,2190000.0,1992000.0,87,10.52,32822.99,Approved,,Medium,2025-11-25,Active
2784,4778,26,3,2026-06-23,882000.0,874000.0,64,11.35,18266.58,Approved,,Medium,2026-07-08,Defaulted
2785,577,37,2,2024-11-04,243000.0,,53,,,Rejected,Unverifiable Employment,,,NA
2786,3810,4,3,2025-01-11,606000.0,,82,,,Rejected,High Debt-to-Income Ratio,,,NA
2787,5904,32,3,2026-02-11,1415000.0,1103000.0,50,10.86,27524.2,Approved,,Low,2026-02-17,Closed
2788,3212,27,6,2025-04-22,2067000.0,,77,,,Withdrawn,,,,NA
2789,5042,50,6,2025-05-22,828000.0,682000.0,34,14.33,24523.65,Approved,,Low,2025-06-03,Active
2790,3002,54,1,2024-08-25,6663000.0,5359000.0,233,9.49,50426.31,Approved,,Medium,2024-09-04,Active
2791,1253,16,2,2024-11-12,1054000.0,817000.0,36,16.7,29006.44,Approved,,Low,2024-11-22,Active
2792,3120,55,6,2024-07-10,2754000.0,,73,,,Rejected,Unverifiable Employment,,,NA
2793,3857,41,1,2025-01-15,11416000.0,8925000.0,255,9.87,83783.55,Approved,,Low,2025-01-31,Active
2794,5644,4,5,2024-04-29,736000.0,,17,,,Withdrawn,,,,NA
2795,2169,36,2,2024-11-03,1217000.0,1153000.0,23,16.61,58876.1,Approved,,Medium,2024-11-06,Closed
2796,2802,38,3,2026-02-01,765000.0,687000.0,69,10.45,13287.63,Approved,,Low,2026-02-05,Active
2797,685,51,4,2025-10-25,1476000.0,,81,,,Rejected,Low Credit Score,,,NA
2798,1551,38,5,2024-05-14,512000.0,,9,,,Rejected,Incomplete Documentation,,,NA
2799,272,12,6,2025-08-07,1134000.0,,92,,,Rejected,Unverifiable Employment,,,NA
2800,5552,39,1,2026-06-18,4379000.0,3567000.0,345,10.43,32652.3,Approved,,Low,2026-06-24,Active
2801,3373,6,4,2024-11-09,531000.0,515000.0,106,10.36,7435.55,Approved,,Low,2024-11-12,Active
2802,1839,53,1,2023-12-10,3898000.0,3611000.0,282,9.54,32154.49,Approved,,Medium,2023-12-21,Active
2803,1710,23,4,2025-01-02,1587000.0,1340000.0,119,10.01,17802.48,Approved,,Low,2025-01-18,Closed
2804,4119,28,2,2024-04-29,967000.0,788000.0,49,13.17,20877.5,Approved,,Low,2024-05-03,Active
2805,5189,17,2,2024-08-31,619000.0,,38,,,Rejected,Low Credit Score,,,NA
2806,651,32,3,2025-05-30,562000.0,,54,,,Rejected,High Debt-to-Income Ratio,,,NA
2807,1119,28,5,2025-02-27,430000.0,335000.0,22,8.24,16458.51,Approved,,Low,2025-03-15,Active
2808,5838,18,3,2025-12-19,559000.0,469000.0,51,11.39,11643.49,Approved,,Medium,2026-01-09,Active
2809,4843,49,3,2024-08-21,1028000.0,903000.0,71,10.69,17216.34,Approved,,Medium,2024-09-11,Active
2810,5000,31,4,2026-03-26,968000.0,,142,,,Rejected,Insufficient Income,,,NA
2811,685,36,2,2023-12-03,379000.0,324000.0,56,11.82,7555.11,Approved,,Medium,2023-12-08,Active
2812,3569,7,6,2023-07-19,353000.0,341000.0,115,16.31,5879.55,Approved,,Low,2023-08-01,Active
2813,4437,4,5,2023-09-24,196000.0,,14,,,Pending,,,,NA
2814,1057,12,2,2025-02-11,1220000.0,,39,,,Rejected,Existing Default History,,,NA
2815,1161,31,6,2024-07-11,750000.0,,76,,,Rejected,High Debt-to-Income Ratio,,,NA
2816,5574,29,6,2024-12-17,1497000.0,1415000.0,80,11.34,25287.48,Approved,,High,2025-01-03,Closed
2817,4626,36,5,2026-02-15,440000.0,,16,,,Rejected,Insufficient Income,,,NA
2818,5045,52,1,2024-01-09,2994000.0,2869000.0,357,9.69,24557.92,Approved,,High,2024-01-14,Active
2819,1021,29,5,2024-12-02,474000.0,463000.0,9,8.75,53338.19,Approved,,Low,2024-12-06,Active
2820,3684,52,3,2023-07-25,855000.0,836000.0,61,10.84,17886.16,Approved,,High,2023-08-12,Active
2821,4452,1,1,2025-07-25,1493000.0,1370000.0,249,9.42,12544.6,Approved,,Low,2025-07-28,Active
2822,2249,45,2,2023-11-11,415000.0,408000.0,41,16.5,13084.88,Approved,,Low,2023-11-28,Closed
2823,5513,53,1,2024-09-18,7928000.0,7150000.0,286,9.07,61138.48,Approved,,Medium,2024-09-21,Closed
2824,2235,25,5,2025-07-21,346000.0,330000.0,26,10.69,14275.07,Approved,,High,2025-08-02,Active
2825,779,40,5,2025-12-31,177000.0,,31,,,Withdrawn,,,,NA
2826,603,53,1,2023-07-12,1936000.0,1804000.0,268,8.97,15605.68,Approved,,Low,2023-07-17,Active
2827,5387,31,2,2026-03-25,794000.0,606000.0,48,11.58,15833.62,Approved,,Low,2026-04-03,Active
2828,635,30,6,2025-08-17,226000.0,,86,,,Rejected,Low Credit Score,,,NA
2829,1124,50,1,2023-10-25,1826000.0,1487000.0,107,9.82,20911.59,Approved,,High,2023-11-02,Closed
2830,2764,23,3,2025-10-18,366000.0,,56,,,Withdrawn,,,,NA
2831,4315,12,5,2024-12-23,292000.0,233000.0,13,9.66,18949.23,Approved,,Low,2025-01-10,Active
2832,5753,8,2,2025-12-09,1068000.0,1049000.0,30,12.62,40954.27,Approved,,Low,2025-12-24,Active
2833,232,13,2,2026-02-17,356000.0,,27,,,Rejected,Unverifiable Employment,,,NA
2834,28,31,6,2024-10-02,637000.0,,51,,,Pending,,,,NA
2835,3672,33,3,2026-04-06,1340000.0,1313000.0,55,9.57,29583.4,Approved,,Low,2026-04-15,Closed
2836,2158,1,3,2026-06-11,971000.0,738000.0,49,10.36,18534.83,Approved,,Low,2026-06-22,Closed
2837,4310,10,3,2024-08-20,1187000.0,1080000.0,17,10.89,68843.13,Approved,,High,2024-09-01,Written-Off
2838,4759,48,1,2023-09-13,2913000.0,,308,,,Rejected,Unverifiable Employment,,,NA
2839,408,9,2,2025-05-12,1332000.0,1238000.0,24,15.39,60256.12,Approved,,High,2025-05-16,Written-Off
2840,438,25,6,2025-09-12,2146000.0,1996000.0,70,11.84,39620.81,Approved,,High,2025-10-02,Active
2841,2150,13,3,2023-10-02,1261000.0,,14,,,Pending,,,,NA
2842,1701,28,4,2024-06-19,1730000.0,1393000.0,132,10.58,17900.47,Approved,,Medium,2024-07-08,Active
2843,1364,3,5,2026-06-23,114000.0,,31,,,Rejected,Existing Default History,,,NA
2844,4914,11,5,2023-12-24,652000.0,640000.0,35,8.32,20657.03,Approved,,High,2024-01-03,Defaulted
2845,986,40,1,2023-09-21,2343000.0,,305,,,Pending,,,,NA
2846,5576,18,5,2025-04-09,628000.0,,10,,,Rejected,Unverifiable Employment,,,NA
2847,1570,16,3,2024-03-26,1252000.0,1038000.0,69,11.69,20732.07,Approved,,Medium,2024-04-06,Closed
2848,4464,53,1,2025-04-23,1388000.0,1357000.0,156,9.35,15060.86,Approved,,Low,2025-05-08,Active
2849,4375,10,4,2025-01-04,2453000.0,2028000.0,149,9.05,22707.15,Approved,,Medium,2025-01-23,Closed
2850,906,11,2,2024-07-11,1453000.0,1115000.0,21,15.25,60829.58,Approved,,Low,2024-07-22,Active
2851,5276,43,6,2024-06-10,476000.0,,88,,,Rejected,Unverifiable Employment,,,NA
2852,599,3,6,2026-05-09,427000.0,371000.0,98,13.87,6345.81,Approved,,Low,2026-05-19,Active
2853,133,11,3,2026-01-22,583000.0,561000.0,23,10.58,27054.91,Approved,,Low,2026-02-10,Active
2854,3585,34,5,2023-10-06,338000.0,,16,,,Rejected,Insufficient Income,,,NA
2855,5963,23,6,2024-06-17,766000.0,,18,,,Rejected,Unverifiable Employment,,,NA
2856,5221,6,6,2024-11-01,330000.0,298000.0,61,14.87,6990.84,Approved,,Medium,2024-11-21,Active
2857,5821,22,4,2025-03-27,994000.0,,102,,,Rejected,Low Credit Score,,,NA
2858,2540,18,6,2025-01-14,427000.0,,99,,,Pending,,,,NA
2859,4932,33,4,2025-10-16,2459000.0,,149,,,Withdrawn,,,,NA
2860,193,42,2,2024-03-09,1054000.0,872000.0,55,16.3,22610.13,Approved,,High,2024-03-21,Closed
2861,1886,3,4,2024-04-27,525000.0,442000.0,117,11.4,6274.62,Approved,,Medium,2024-05-17,Closed
2862,2412,37,1,2023-07-15,836000.0,,156,,,Rejected,High Debt-to-Income Ratio,,,NA
2863,4983,2,4,2024-03-02,436000.0,363000.0,143,10.84,4531.54,Approved,,Medium,2024-03-13,Closed
2864,2183,19,6,2024-01-28,1189000.0,914000.0,79,16.29,18932.85,Approved,,Low,2024-01-31,Closed
2865,4173,32,5,2025-12-24,129000.0,112000.0,7,9.28,16498.75,Approved,,Low,2025-12-31,Closed
2866,2589,14,4,2025-06-07,2227000.0,1860000.0,118,11.5,26388.12,Approved,,Medium,2025-06-21,Defaulted
2867,933,21,1,2023-08-06,1508000.0,1152000.0,280,8.52,9487.91,Approved,,High,2023-08-22,Defaulted
2868,3650,20,6,2025-04-03,1794000.0,1660000.0,107,15.38,28595.42,Approved,,Low,2025-04-09,Active
2869,2795,25,4,2025-06-10,1188000.0,,166,,,Rejected,Existing Default History,,,NA
2870,4591,27,2,2023-07-28,303000.0,259000.0,22,11.24,13082.2,Approved,,Low,2023-08-09,Active
2871,5380,14,3,2025-01-02,1369000.0,,56,,,Rejected,Unverifiable Employment,,,NA
2872,1136,9,4,2026-03-03,1632000.0,,107,,,Withdrawn,,,,NA
2873,3855,42,2,2025-02-11,1408000.0,1260000.0,37,11.78,40777.18,Approved,,High,2025-02-24,Defaulted
2874,1472,30,6,2025-11-09,226000.0,219000.0,105,11.41,3306.43,Approved,,Low,2025-11-23,Closed
2875,4648,11,1,2025-06-21,2457000.0,,278,,,Rejected,Incomplete Documentation,,,NA
2876,3610,14,6,2025-01-21,1780000.0,,102,,,Withdrawn,,,,NA
2877,5937,8,4,2023-09-26,603000.0,,113,,,Pending,,,,NA
2878,4,41,3,2025-11-17,1224000.0,1196000.0,57,12.48,27918.35,Approved,,Medium,2025-12-08,Active
2879,5682,26,3,2025-05-17,1097000.0,824000.0,75,9.24,14503.82,Approved,,Low,2025-05-31,Closed
2880,3658,41,5,2024-04-23,89000.0,,20,,,Rejected,Existing Default History,,,NA
2881,1145,22,4,2025-01-20,1151000.0,,95,,,Rejected,Low Credit Score,,,NA
2882,3942,20,1,2025-06-24,594000.0,,359,,,Rejected,Insufficient Income,,,NA
2883,3487,43,3,2025-08-06,1039000.0,898000.0,54,9.95,20697.2,Approved,,Low,2025-08-17,Active
2884,3429,30,1,2023-12-03,1845000.0,1720000.0,242,8.5,14879.6,Approved,,Medium,2023-12-18,Active
2885,5143,29,3,2025-02-04,308000.0,285000.0,61,11.83,6239.22,Approved,,Medium,2025-02-18,Active
2886,713,15,5,2024-10-04,272000.0,236000.0,19,7.5,13211.88,Approved,,Medium,2024-10-12,Active
2887,2984,48,4,2025-04-17,1613000.0,1254000.0,83,11.3,21841.61,Approved,,High,2025-05-07,Active
2888,2012,33,4,2025-03-08,1536000.0,,146,,,Rejected,Insufficient Income,,,NA
2889,3756,44,5,2026-05-24,575000.0,,18,,,Withdrawn,,,,NA
2890,3378,32,6,2025-10-09,1915000.0,,29,,,Pending,,,,NA
2891,2060,19,1,2025-03-21,1612000.0,,225,,,Withdrawn,,,,NA
2892,4945,43,4,2026-01-15,421000.0,365000.0,171,10.77,4183.72,Approved,,Medium,2026-01-20,Active
2893,5457,5,4,2025-08-20,424000.0,353000.0,146,10.11,4211.23,Approved,,Medium,2025-08-30,Closed
2894,865,2,4,2024-05-13,1456000.0,,88,,,Pending,,,,NA
2895,1380,20,4,2023-08-23,2477000.0,2393000.0,89,9.88,38037.04,Approved,,Low,2023-08-28,Active
2896,5585,3,4,2025-12-29,999000.0,940000.0,180,10.94,10648.62,Approved,,High,2026-01-05,Active
2897,3130,50,1,2025-03-13,2043000.0,2039000.0,224,9.6,19601.5,Approved,,Low,2025-04-02,Active
2898,4431,19,4,2024-06-17,1735000.0,1409000.0,156,9.19,15507.65,Approved,,Low,2024-07-03,Active
2899,1178,22,1,2023-08-03,2443000.0,,73,,,Rejected,Existing Default History,,,NA
2900,5625,1,5,2026-01-21,588000.0,,35,,,Rejected,Insufficient Income,,,NA
2901,4913,5,6,2025-11-04,1172000.0,1099000.0,48,14.33,30214.04,Approved,,Low,2025-11-10,Active
2902,1968,24,3,2024-03-31,843000.0,811000.0,46,10.14,21351.79,Approved,,Low,2024-04-19,Active
2903,1828,15,4,2026-05-10,2295000.0,2143000.0,97,9.5,31733.82,Approved,,Low,2026-05-22,Active
2904,5629,27,3,2026-03-02,1111000.0,,49,,,Rejected,Existing Default History,,,NA
2905,5917,20,1,2024-12-14,3230000.0,2883000.0,268,10.15,27235.05,Approved,,Medium,2024-12-22,Active
2906,5950,49,6,2025-01-31,325000.0,271000.0,59,15.88,6646.17,Approved,,High,2025-02-21,Active
2907,2612,55,3,2026-03-03,744000.0,,69,,,Rejected,Low Credit Score,,,NA
2908,3401,4,3,2025-01-30,1479000.0,,68,,,Rejected,Existing Default History,,,NA
2909,5685,51,4,2024-11-06,2489000.0,,144,,,Pending,,,,NA
2910,3052,39,5,2024-12-08,790000.0,772000.0,27,8.98,31684.86,Approved,,Low,2024-12-17,Closed
2911,1150,9,2,2025-04-08,1234000.0,,22,,,Rejected,Insufficient Income,,,NA
2912,978,37,4,2023-08-30,2013000.0,1936000.0,131,9.94,24274.82,Approved,,Medium,2023-09-13,Closed
2913,4842,43,4,2024-03-16,1038000.0,970000.0,80,11.08,17202.96,Approved,,Medium,2024-03-23,Defaulted
2914,2351,47,2,2024-11-07,653000.0,551000.0,54,14.73,14016.63,Approved,,Medium,2024-11-18,Closed
2915,897,20,1,2024-10-10,4227000.0,,70,,,Rejected,Unverifiable Employment,,,NA
2916,118,45,3,2024-08-07,514000.0,387000.0,66,11.43,7925.56,Approved,,Low,2024-08-12,Closed
2917,3686,5,1,2025-09-12,866000.0,776000.0,192,10.03,8130.7,Approved,,High,2025-09-25,Written-Off
2918,5480,25,5,2023-09-02,402000.0,328000.0,28,8.18,12907.52,Approved,,Medium,2023-09-18,Active
2919,4875,4,2,2024-08-30,741000.0,,48,,,Rejected,Unverifiable Employment,,,NA
2920,483,10,2,2024-02-17,1096000.0,,49,,,Rejected,High Debt-to-Income Ratio,,,NA
2921,30,6,1,2025-10-25,2988000.0,,302,,,Pending,,,,NA
2922,3800,28,3,2024-01-28,934000.0,821000.0,12,11.13,72611.14,Approved,,Low,2024-02-02,Active
2923,1820,3,3,2023-09-10,577000.0,559000.0,72,12.26,11004.29,Approved,,Low,2023-09-16,Active
2924,5931,27,3,2025-09-24,500000.0,,22,,,Rejected,Incomplete Documentation,,,NA
2925,3309,48,3,2024-03-01,315000.0,,71,,,Rejected,Low Credit Score,,,NA
2926,4168,22,5,2026-04-26,158000.0,142000.0,22,8.34,6982.93,Approved,,Medium,2026-05-14,Closed
2927,780,24,1,2023-08-01,3937000.0,,80,,,Rejected,Unverifiable Employment,,,NA
2928,1746,13,4,2024-12-17,358000.0,,146,,,Pending,,,,NA
2929,4198,46,4,2026-01-05,597000.0,,66,,,Rejected,High Debt-to-Income Ratio,,,NA
2930,3022,15,2,2024-02-13,313000.0,275000.0,15,15.44,20276.7,Approved,,High,2024-02-26,Active
2931,5844,1,5,2025-01-05,418000.0,,30,,,Pending,,,,NA
2932,2427,44,5,2026-05-12,471000.0,,19,,,Pending,,,,NA
2933,3071,11,4,2025-11-18,1548000.0,1455000.0,120,11.4,20373.48,Approved,,High,2025-12-01,Written-Off
2934,27,33,4,2025-08-28,1560000.0,,61,,,Rejected,Unverifiable Employment,,,NA
2935,2407,20,2,2025-12-25,320000.0,262000.0,30,11.23,10057.1,Approved,,Low,2025-12-31,Active
2936,670,10,5,2025-12-27,636000.0,,32,,,Pending,,,,NA
2937,3810,30,1,2023-12-06,2323000.0,2028000.0,108,8.98,27443.53,Approved,,Low,2023-12-16,Defaulted
2938,4272,14,6,2024-07-13,1279000.0,1173000.0,119,14.16,18396.1,Approved,,Low,2024-07-18,Active
2939,842,20,1,2025-10-29,1794000.0,1450000.0,237,9.45,13526.41,Approved,,High,2025-11-02,Active
2940,3596,3,6,2025-02-16,1467000.0,1440000.0,31,13.68,55403.62,Approved,,Low,2025-03-02,Written-Off
2941,1432,11,1,2025-12-04,2093000.0,2068000.0,101,8.42,28649.17,Approved,,Low,2025-12-12,Active
2942,3320,37,5,2026-02-12,153000.0,,9,,,Rejected,Insufficient Income,,,NA
2943,4950,20,6,2024-03-23,291000.0,,119,,,Rejected,Incomplete Documentation,,,NA
2944,3408,44,1,2023-07-28,2953000.0,,232,,,Rejected,High Debt-to-Income Ratio,,,NA
2945,1567,49,3,2024-10-09,767000.0,709000.0,28,12.09,29187.22,Approved,,Medium,2024-10-15,Active
2946,5118,16,6,2023-12-17,432000.0,423000.0,89,16.38,8239.12,Approved,,High,2024-01-07,Active
2947,5421,8,1,2026-01-01,3782000.0,3617000.0,348,9.0,29303.4,Approved,,High,2026-01-22,Active
2948,4568,37,2,2025-03-17,444000.0,415000.0,58,13.79,9842.2,Approved,,Low,2025-04-03,Closed
2949,1396,30,2,2024-09-22,1005000.0,877000.0,60,16.4,21513.78,Approved,,Low,2024-09-29,Closed
2950,3110,5,1,2024-09-13,2298000.0,2050000.0,244,9.63,19179.17,Approved,,High,2024-09-28,Active
2951,4356,24,3,2024-08-29,1348000.0,1153000.0,50,11.76,29279.85,Approved,,Low,2024-09-17,Active
2952,4673,36,1,2025-11-19,2098000.0,1644000.0,222,10.26,16557.49,Approved,,Medium,2025-12-09,Closed
2953,3511,55,5,2023-10-31,345000.0,260000.0,18,9.46,15550.27,Approved,,Low,2023-11-03,Active
2954,466,23,3,2026-04-20,1477000.0,,72,,,Pending,,,,NA
2955,2616,43,1,2024-11-02,765000.0,688000.0,99,8.87,9824.16,Approved,,Medium,2024-11-20,Active
2956,5074,52,4,2025-09-24,1412000.0,1230000.0,138,11.69,16245.15,Approved,,Low,2025-10-11,Closed
2957,399,46,4,2023-07-22,2497000.0,,92,,,Rejected,High Debt-to-Income Ratio,,,NA
2958,4503,4,1,2024-12-26,1181000.0,,144,,,Withdrawn,,,,NA
2959,1092,33,5,2023-11-10,778000.0,623000.0,31,9.34,22696.42,Approved,,Medium,2023-11-16,Active
2960,3786,53,4,2023-11-06,1292000.0,1248000.0,83,10.37,21129.88,Approved,,Medium,2023-11-23,Active
2961,460,26,2,2025-12-26,150000.0,143000.0,42,10.87,4108.62,Approved,,Low,2026-01-11,Active
2962,2546,35,1,2023-12-20,2174000.0,,345,,,Rejected,Existing Default History,,,NA
2963,1083,21,4,2024-07-16,2276000.0,1836000.0,180,10.12,19864.75,Approved,,Low,2024-07-19,Active
2964,2492,50,5,2024-02-13,737000.0,,12,,,Withdrawn,,,,NA
2965,5684,6,2,2024-10-14,717000.0,,34,,,Rejected,Existing Default History,,,NA
2966,5876,15,3,2024-09-12,1371000.0,,34,,,Withdrawn,,,,NA
2967,1582,54,1,2023-09-12,3155000.0,,141,,,Pending,,,,NA
2968,1619,31,1,2026-02-07,2094000.0,,203,,,Rejected,Insufficient Income,,,NA
2969,424,38,6,2026-05-27,3356000.0,2956000.0,105,15.21,51077.75,Approved,,High,2026-06-17,Closed
2970,4032,47,1,2023-07-25,3309000.0,3236000.0,107,10.08,45961.93,Approved,,Low,2023-08-05,Active
2971,1672,13,1,2023-10-31,6788000.0,5320000.0,346,9.75,46024.03,Approved,,Medium,2023-11-09,Active
2972,1024,5,5,2025-12-17,739000.0,,29,,,Rejected,Insufficient Income,,,NA
2973,73,17,3,2025-02-25,707000.0,580000.0,51,11.31,14376.42,Approved,,Medium,2025-03-14,Active
2974,2144,52,4,2025-02-07,229000.0,,66,,,Rejected,Existing Default History,,,NA
2975,3932,13,3,2024-05-18,1110000.0,874000.0,39,11.67,27035.59,Approved,,Medium,2024-05-22,Closed
2976,982,48,5,2024-04-30,510000.0,,8,,,Rejected,Incomplete Documentation,,,NA
2977,3976,54,1,2024-04-24,4436000.0,3475000.0,252,9.76,32481.31,Approved,,Low,2024-05-13,Closed
2978,34,27,2,2024-06-30,1014000.0,,60,,,Withdrawn,,,,NA
2979,1637,52,4,2025-07-20,903000.0,867000.0,121,11.21,11992.13,Approved,,Medium,2025-07-26,Defaulted
2980,1102,17,2,2024-11-16,171000.0,155000.0,22,14.55,8069.25,Approved,,Low,2024-11-21,Active
2981,3360,40,5,2024-03-14,277000.0,243000.0,9,10.35,28177.71,Approved,,Low,2024-03-22,Written-Off
2982,1237,4,2,2025-03-17,472000.0,,51,,,Rejected,Low Credit Score,,,NA
2983,863,8,4,2024-03-20,1214000.0,1158000.0,133,10.07,14484.06,Approved,,Medium,2024-04-09,Active
2984,5690,23,6,2024-08-24,460000.0,402000.0,111,14.17,6517.87,Approved,,Low,2024-09-08,Active
2985,540,44,1,2024-01-14,1229000.0,,114,,,Pending,,,,NA
2986,5913,18,6,2023-09-22,274000.0,272000.0,59,15.13,6563.27,Approved,,Medium,2023-10-07,Active
2987,5288,6,6,2025-04-04,1437000.0,1217000.0,28,12.87,50547.52,Approved,,Medium,2025-04-09,Active
2988,1735,1,1,2025-10-14,834000.0,711000.0,170,9.53,7636.68,Approved,,Medium,2025-10-26,Active
2989,2502,27,3,2024-04-16,1234000.0,,72,,,Withdrawn,,,,NA
2990,4480,15,5,2023-08-11,228000.0,,14,,,Rejected,Incomplete Documentation,,,NA
2991,4913,9,4,2025-04-12,2435000.0,,164,,,Rejected,Unverifiable Employment,,,NA
2992,5206,52,5,2023-07-06,570000.0,,14,,,Rejected,Insufficient Income,,,NA
2993,5930,28,2,2025-10-20,779000.0,593000.0,36,11.82,19645.14,Approved,,Low,2025-10-25,Active
2994,1589,49,4,2025-12-19,642000.0,,84,,,Withdrawn,,,,NA
2995,1963,34,6,2025-11-24,2395000.0,1864000.0,29,11.77,74162.61,Approved,,Low,2025-11-28,Closed
2996,4970,12,2,2026-05-25,348000.0,,60,,,Rejected,Low Credit Score,,,NA
2997,1129,6,2,2024-06-01,274000.0,207000.0,21,10.78,10860.21,Approved,,Medium,2024-06-13,Active
2998,5069,20,6,2026-06-06,1586000.0,1532000.0,98,11.84,24461.24,Approved,,Low,2026-06-18,Closed
2999,3382,42,3,2025-06-11,1262000.0,,55,,,Withdrawn,,,,NA
3000,778,3,2,2023-07-22,1145000.0,966000.0,55,16.59,25194.8,Approved,,Low,2023-07-27,Active
3001,5893,34,4,2025-09-28,1014000.0,,136,,,Withdrawn,,,,NA
3002,2254,51,1,2023-08-27,569000.0,477000.0,257,9.97,4499.73,Approved,,High,2023-09-08,Active
3003,1723,13,1,2026-04-16,5203000.0,5174000.0,285,9.32,45164.39,Approved,,Low,2026-05-01,Closed
3004,5311,38,3,2025-03-04,451000.0,,64,,,Pending,,,,NA
3005,2072,16,1,2024-12-23,1227000.0,1118000.0,97,9.63,16631.88,Approved,,Low,2025-01-06,Written-Off
3006,2876,35,1,2024-11-16,957000.0,,145,,,Rejected,Insufficient Income,,,NA
3007,2610,3,6,2026-02-19,2273000.0,1909000.0,33,15.3,71231.92,Approved,,Low,2026-02-26,Active
3008,2838,45,1,2024-02-23,2224000.0,1819000.0,332,9.41,15416.77,Approved,,High,2024-03-09,Active
3009,4724,51,4,2024-07-11,1688000.0,,97,,,Rejected,Existing Default History,,,NA
3010,2839,21,6,2025-12-09,1375000.0,1178000.0,40,11.68,35695.31,Approved,,Medium,2025-12-22,Active
3011,3338,27,1,2025-10-15,3052000.0,2359000.0,249,10.02,22540.46,Approved,,Medium,2025-10-28,Active
3012,4137,49,6,2025-11-13,222000.0,168000.0,12,15.08,15169.74,Approved,,Low,2025-11-30,Active
3013,3862,13,3,2026-05-25,1247000.0,,79,,,Rejected,Existing Default History,,,NA
3014,1885,1,1,2026-03-19,980000.0,864000.0,322,9.97,7715.83,Approved,,High,2026-04-07,Closed
3015,915,47,5,2026-01-02,762000.0,622000.0,19,9.47,35381.23,Approved,,Medium,2026-01-19,Closed
3016,2502,23,2,2024-04-13,1169000.0,916000.0,57,16.0,23044.94,Approved,,High,2024-05-04,Closed
3017,465,23,1,2024-08-31,1828000.0,1613000.0,215,10.07,16226.98,Approved,,Low,2024-09-19,Active
3018,216,44,6,2025-10-07,1474000.0,1128000.0,98,14.81,19903.87,Approved,,High,2025-10-26,Defaulted
3019,3003,21,6,2024-07-01,1399000.0,1113000.0,114,12.75,16887.33,Approved,,Low,2024-07-20,Active
3020,4872,40,4,2024-06-06,1419000.0,,129,,,Rejected,Incomplete Documentation,,,NA
3021,472,48,5,2024-12-25,442000.0,,30,,,Pending,,,,NA
3022,3747,3,4,2023-11-27,1569000.0,1509000.0,107,11.69,22769.98,Approved,,Medium,2023-12-05,Closed
3023,2249,31,4,2026-01-29,1149000.0,1046000.0,69,10.85,20443.01,Approved,,Low,2026-02-11,Active
3024,5168,39,6,2026-03-14,1016000.0,764000.0,25,11.81,34622.91,Approved,,Medium,2026-03-28,Closed
3025,2446,25,1,2025-03-08,1590000.0,1511000.0,157,9.57,16908.67,Approved,,Medium,2025-03-25,Active
3026,4621,14,4,2024-07-25,669000.0,622000.0,83,10.13,10453.77,Approved,,Low,2024-07-28,Active
3027,5561,24,5,2024-08-17,284000.0,282000.0,19,9.68,16068.21,Approved,,Medium,2024-09-07,Closed
3028,1029,44,3,2026-05-01,1088000.0,,21,,,Rejected,High Debt-to-Income Ratio,,,NA
3029,2544,18,2,2024-09-07,670000.0,505000.0,32,14.76,19185.84,Approved,,Medium,2024-09-14,Closed
3030,2720,51,2,2024-07-22,1169000.0,1050000.0,58,10.8,23317.2,Approved,,High,2024-08-08,Active
3031,2294,28,1,2023-11-11,3512000.0,,77,,,Rejected,Unverifiable Employment,,,NA
3032,5826,31,2,2023-09-01,753000.0,664000.0,51,13.59,17211.03,Approved,,Medium,2023-09-05,Active
3033,2834,7,3,2023-09-21,871000.0,865000.0,41,9.19,24662.87,Approved,,Medium,2023-10-12,Closed
3034,3260,25,2,2023-12-15,699000.0,578000.0,51,17.45,16129.19,Approved,,Low,2023-12-18,Defaulted
3035,5448,22,1,2025-05-25,2613000.0,1993000.0,286,9.65,17831.48,Approved,,Medium,2025-05-30,Active
3036,3142,14,6,2026-06-23,641000.0,,92,,,Rejected,Incomplete Documentation,,,NA
3037,5837,47,5,2024-06-15,336000.0,253000.0,33,7.83,8546.57,Approved,,Medium,2024-06-28,Closed
3038,2620,40,3,2024-07-16,1273000.0,975000.0,17,8.88,61247.73,Approved,,Low,2024-07-23,Closed
3039,2144,32,6,2025-04-12,554000.0,470000.0,26,15.56,21410.84,Approved,,High,2025-04-16,Active
3040,4443,47,3,2026-01-11,1314000.0,1303000.0,16,9.08,86773.97,Approved,,Medium,2026-01-31,Defaulted
